Strongs,Lgg,X,Word,Pos_Long,Pos_Abbv,Transliteration,Meaning
H6527,H,6527,פָּרַט,verb-stem,v.,parat (paw-rat'),"1. to scatter words, i.e. prate (or hum) [a primitive root] KJV: chant."
H6528,H,6528,פֶּרֶט,noun masc,n-m.,peret (peh'-ret),"1. a stray or single berry [from H6527] KJV: grape. Root(s): H6527"""
H6529,H,6529,פְּרִי,noun masc,n-m.,priy (per-ee'),"1. fruit (literally or figuratively) [from H6509] KJV: bough, ((first-)) fruit((-ful)), reward. Root(s): H6509"
H6530,H,6530,פְּרִיצּ,noun masc,n-m.,priyts (per-eets'),"1. violent, i.e. a tyrant [from H6555] KJV: destroyer, ravenous, robber. Root(s): H6555"
H6531,H,6531,פֶּרֶך,noun masc,n-m.,perek (peh'-rek),"1. fracture, i.e. severity [from an unused root meaning to break apart] KJV: cruelty, rigour."
H6532,H,6532,פּוֹרֶכֶת,noun fem,n-f.,poreketh (po-reh'-keth),"1. a separatrix, i.e. (the sacred) screen [feminine active participle of the same as H6531] KJV: vail. Root(s): H6531"
H6533,H,6533,פָּרַם,verb-stem,v.,param (paw-ram'),"1. to tear [a primitive root] KJV: rend."""
H6534,H,6534,פַּרמַשׁתָּא,name,n/p.,Parmashta' (par-mash-taw'),"1. Parmashta, a son of Haman [of Persian origin] KJV: Parmasta."
H6535,H,6535,פַּרנַך,name,n/p.,Parnak (par-nak'),"1. Parnak, an Israelite [of uncertain derivation] KJV: Parnach."
H6536,H,6536,פָּרַס,verb-stem,v.,parac (paw-ras'),"1. to break in pieces, i.e. (usually without violence) to split, distribute [a primitive root] KJV: deal, divide, have hoofs, part, tear."
A6537,A,6537,פְּרַס,noun masc,n-m.,prac (per-as'),"1. to split up [(Aramaic) corresponding to H6536] KJV: divide, (U-)pharsin. Root(s): H6536"
H6538,H,6538,פֶּרֶס,noun masc,n-m.,perec (peh'-res),"1. a claw 2. also a kind of eagle [from H6536] KJV: claw, ossifrage. Root(s): H6536"
H6539,H,6539,פָּרַס,name/l.,n/l.,Parac (paw-ras'),"1. Paras (i.e. Persia), an Eastern country, including its inhabitants [of foreign origin] KJV: Persia, Persians."
A6540,A,6540,פָּרַס,n/g.,n/g.,Parac (paw-ras'),"1. Persia, Persians [(Aramaic) corresponding to H6539] Root(s): H6539"
H6541,H,6541,פַּרסָה,noun fem,n-f.,parcah (par-saw'),"1. a claw or split hoof [feminine of H6538] KJV: claw, (cloven-)footed, hoof. Root(s): H6538"
H6542,H,6542,פַּרסִי,adjective,adj.,Parciy (par-see'),"1. a Parsite (i.e. Persian), or inhabitant of Peres [patrial from H6539] KJV: Persian. Root(s): H6539"
A6543,A,6543,פַּרסִי,adjective,adj.,Parciy (par-see'),"1. Persian [(Aramaic) corresponding to H6542] Root(s): H6542"""
H6544,H,6544,פָּרַע,verb,v.,para` (paw-rah'),"1. to loosen 2. (by implication) to expose, dismiss 3. (figuratively) absolve, begin [a primitive root] KJV: avenge, avoid, bare, go back, let, (make) naked, set at nought, perish, refuse, uncover."
H6545,H,6545,פֶּרַע,noun masc,n-m.,pera` (peh'-rah),"1. the hair (as dishevelled) [from H6544] KJV: locks. Root(s): H6544"""
H6546,H,6546,פַּרעָה,noun masc,n-m.,par`ah (par-aw'),"1. leadership 2. (plural, concretely) leaders [feminine of H6545 (in the sense of beginning)] KJV: + avenging, revenge. Root(s): H6545"
H6547,H,6547,פַּרעוֹה,noun masc,n-m.,Par`oh (par-o'),"1. Paroh, a general title of Egyptian kings [of Egyptian derivation] KJV: Pharaoh."
H6548,H,6548,פַּרעוֹה חָפרַע,name,n/p.,Par`oh Chophra` (par-o' khof-rah'),"1. Paroh- Chophra, an Egyptian king [of Egyptian derivation] KJV: Pharaoh-hophra."
H6549,H,6549,פַּרעוֹה נְכוֹה פַּרעוֹה נְכוֹ,name,n/p.,Par`oh Nkoh (par-o' nek-o') (or Parpoh Nkow {par-o' nek-o'};),"1. Paroh-Nekoh (or -Neko), an Egyptian king [of Egyptian derivation] KJV: Pharaoh-necho, Pharaoh-nechoh."
H6550,H,6550,פַּרעוֹשׁ,noun masc,n-m.,par`osh (par-oshe'),"1. a flea (as the isolated insect) [probably from H6544 and H6211] KJV: flea. Root(s): H6544, H6211"
H6551,H,6551,פַּרעוֹשׁ,name,n/p.,Par`osh (par-oshe'),"1. Parosh, the name of our Israelite [the same as H6550] KJV: Parosh, Pharosh. Root(s): H6550"
H6552,H,6552,פִּרעָתוֹן,name/l.,n/l.,Pir`athown (pir-aw-thone'),"1. chieftaincy 2. Pirathon, a place in Israel [from H6546] KJV: Pirathon. Root(s): H6546"
H6553,H,6553,פִּרעָתוֹנִי פִּרעָתוֹנִי,adjective,adj.,Pir`athowniy (pir-aw-tho-nee') (or Pirathoniy {pir-aw-tho-nee'}),"1. a Pirathonite or inhabitant of Pirathon [patrial from H6552] KJV: Pirathonite. Root(s): H6552"""
H6554,H,6554,פַּרפַּר,name/l.,n/l.,Parpar (par-par'),"1. rapid 2. Parpar, a river of Syria [probably from H6565 in the sense of rushing] KJV: Pharpar. Root(s): H6565"
H6555,H,6555,פָּרַץ,verb,v.,parats (paw-rats'),"1. to break out (in many applications, direct and indirect, literal and figurative) [a primitive root] KJV: X abroad, (make a) breach, break (away, down, -er, forth, in, up), burst out, come (spread) abroad, compel, disperse, grow, increase, open, press, scatter, urge."
H6556,H,6556,פֶּרֶץ,noun masc,n-m.,perets (peh'-rets),"1. a break (literally or figuratively) [from H6555] KJV: breach, breaking forth (in), X forth, gap. Root(s): H6555"
H6557,H,6557,פֶּרֶץ,name,n/p.,Perets (peh'-rets),"1. Perets, the name of two Israelites [the same as H6556] KJV: Perez, Pharez. Root(s): H6556"
H6558,H,6558,פַּרצִּי,adjective,adj.,Partsiy (par-tsee'),"1. a Partsite (collectively) or descendants of Perets [patronymically from H6557] KJV: Pharzites. Root(s): H6557"""
H6559,H,6559,פְּרָצִים,name/l.,n/l.,pratsiym (per-aw-tseem'),"1. breaks 2. Peratsim, a mountain in Israel [plural of H6556] KJV: Perazim. Root(s): H6556"
H6560,H,6560,פֶּרֶץ עוּזָּא,name/l.,n/l.,Perets `Uzza' (peh'-rets ooz-zaw'),"1. break of Uzza 2. Perets-Uzza, a place in Israel [from H6556 and H5798] KJV: Perez-uzza. Root(s): H6556, H5798"
H6561,H,6561,פָּרַק,verb,v.,paraq (paw-rak'),"1. to break off or crunch 2. (figuratively) to deliver [a primitive root] KJV: break (off), deliver, redeem, rend (in pieces), tear in pieces."
A6562,A,6562,פְּרַק,verb,v.,praq (per-ak'),"1. to discontinue [(Aramaic) corresponding to H6561] KJV: break off. Root(s): H6561"""
H6563,H,6563,פֶּרֶק,noun masc,n-m.,pereq (peh'-rek),"1. rapine 2. also a fork (in roads) [from H6561] KJV: crossway, robbery. Root(s): H6561"
H6564,H,6564,פָּרָק,noun masc,n-m.,paraq (paw-rawk'),"1. soup (as full of crumbed meat) [from H6561] KJV: broth. See also H4832. Root(s): H6561 See also: H4832"""
H6565,H,6565,פָּרַר,verb,v.,parar (paw-rar'),"1. to break up (usually figuratively, i.e. to violate, frustrate [a primitive root] KJV: X any ways, break (asunder), cast off, cause to cease, X clean, defeat, disannul, disappoint, dissolve, divide, make of none effect, fail, frustrate, bring (come) to nought, X utterly, make void."
H6566,H,6566,פָּרַשׂ,verb,v.,paras (paw-ras'),"1. to break apart, disperse, etc [a primitive root] KJV: break, chop in pieces, lay open, scatter, spread (abroad, forth, selves, out), stretch (forth, out)."
H6567,H,6567,פָּרָשׁ,verb,v.,parash (paw-rash'),"1. to separate 2. (literally) to disperse 3. (figuratively) to specify 4. (by implication) to wound [a primitive root] KJV: scatter, declare, distinctly, shew, sting."
A6568,A,6568,פְּרַשׁ,verb,v.,prash (per-ash'),"1. to specify [(Aramaic) corresponding to H6567] KJV: distinctly. Root(s): H6567"""
H6569,H,6569,פֶּרֶשׁ,noun masc,n-m.,peresh (peh'-resh),"1. excrement (as eliminated) [from H6567] KJV: dung. Root(s): H6567"""
H6570,H,6570,פֶּרֶשׁ,name,n/p.,Peresh (peh'-resh),"1. Peresh, an Israelite [the same as H6569] KJV: Peresh. Root(s): H6569"
H6571,H,6571,פָּרָשׁ,noun masc,n-m.,parash (paw-rawsh'),"1. a steed (as stretched out to a vehicle, not single nor for mounting) 2. (by implication) a driver (in a chariot) 3. (collectively) cavalry [from H6567] KJV: horseman. Root(s): H6567 Compare: H5483"
H6572,H,6572,פַּרשֶׁגֶן פַּתשֶׁגֶן,noun masc,n-m.,parshegen (par-sheh'-ghen) (or pathshegen {path-sheh'-gen}),"1. a transcript [of foreign origin] KJV: copy."""
A6573,A,6573,פַּרשֶׁגֶן,noun masc,n-m.,parshegen (par-sheh'-ghen),"1. copy [(Aramaic) corresponding to H6572] Root(s): H6572"""
H6574,H,6574,פַּרשְׁדוֹן,noun masc,n-m.,parshdon (par-shed-one'),"1. the crotch (or anus) [perhaps by compounding H6567 and H6504 (in the sense of straddling)] KJV: dirt. Root(s): H6567, H6504 Compare: H6576"
H6575,H,6575,פָּרָשָׁה,noun fem,n-f.,parashah (paw-raw-shaw'),"1. exposition [from H6567] KJV: declaration, sum. Root(s): H6567"
H6576,H,6576,פַּרשֵׁז,subv.,subv.,parshez (par-shaze'),"1. to expand [a root apparently formed by compounding H6567 and that of H6518] KJV: spread. Root(s): H6567 Compare: H6574"""
H6577,H,6577,פַּרשַׁנדָּתָא,name,n/p.,Parshandatha' (par-shan-daw-thaw'),"1. Parshandatha, a son of Haman [of Persian origin] KJV: Parshandatha."
H6578,H,6578,פְּרָת,name,n/p.,Prath (per-awth'),"1. rushing 2. Perath (i.e. Euphrates), a river of the East [from an unused root meaning to break forth] KJV: Euphrates."
H6579,H,6579,פַּרתַּם,noun masc,n-m.,partam (par-tam'),"1. a grandee [of Persian origin] KJV: (most) noble, prince."
H6580,H,6580,פַּשׁ,noun masc,n-m.,pash (pash),"1. stupidity (as a result of grossness or of degeneracy) [probably from an unused root meaning to disintegrate] KJV: extremity."""
H6581,H,6581,פָּשָׂה,verb,v.,pasah (paw-saw'),"1. to spread [a primitive root] KJV: spread."""
H6582,H,6582,פָּשַׁח,verb-stem,v.,pashach (paw-shakh'),"1. to tear in pieces [a primitive root] KJV: pull in pieces."""
H6583,H,6583,פַּשׁחוּר,name,n/p.,Pashchuwr (pash-khoor'),"1. liberation 2. Pashchur, the name of four Israelites [probably from H6582] KJV: Pashur. Root(s): H6582"
H6584,H,6584,פָּשַׁט,verb,v.,pashat (paw-shat'),"1. to spread out (i.e. deploy in hostile array) 2. by analogy, to strip (i.e. unclothe, plunder, flay, etc.) [a primitive root] KJV: fall upon, flay, invade, make an invasion, pull off, put off, make a road, run upon, rush, set, spoil, spread selves (abroad), strip (off, self)."
H6585,H,6585,פָּשַׂע,verb-stem,v.,pasa` (paw-sah'),"1. to stride (from spreading the legs), i.e. rush upon [a primitive root] KJV: go."
H6586,H,6586,פָּשַׁע,verb,v.,pasha` (paw-shah'),"1. to break away (from just authority), i.e. trespass, apostatize, quarrel [a primitive root (identical with H6585 through the idea of expansion)] KJV: offend, rebel, revolt, transgress(-ion, -or). Root(s): H6585"
H6587,H,6587,פֶּשַׂע,noun masc,n-m.,pesa` (peh'-sah),"1. a stride [from H6585] KJV: step. Root(s): H6585"""
H6588,H,6588,פֶּשַׁע,noun masc,n-m.,pesha` (peh'-shah),"1. a revolt (national, moral or religious) [from H6586] KJV: rebellion, sin, transgression, trespass. Root(s): H6586"
H6589,H,6589,פָּשַׂק,verb-stem,v.,pasaq (paw-sak'),"1. to dispart (the feet or lips), i.e. become licentious [a primitive root] KJV: open (wide)."
A6590,A,6590,פְּשַׁר,verb,v.,pshar (pesh-ar'),"1. to interpret [(Aramaic) corresponding to H6622] KJV: make (interpretations), interpreting. Root(s): H6622"
A6591,A,6591,פְּשַׁר,noun masc,n-m.,pshar (pesh-ar'),"1. an interpretation [(Aramaic) from H6590] KJV: interpretation. Root(s): H6590"""
H6592,H,6592,פֵּשֶׁר,noun masc,n-m.,pesher (pay'-sher),"1. interpretation [corresponding to H6591] Root(s): H6591"""
H6593,H,6593,פִּשׁתֶּה,noun fem,n-f.,pishteh (pish-teh'),"1. linen (i.e. the thread, as carded) [from the same as H6580 as in the sense of comminuting] KJV: flax, linen. Root(s): H6580"
H6594,H,6594,פִּשׁתָּה,noun fem,n-f.,pishtah (pish-taw'),"1. flax 2. (by implication) a wick [feminine of H6593] KJV: flax, tow. Root(s): H6593"
H6595,H,6595,פַּת,noun fem,n-f.,path (path),"1. a bit [from H6626] KJV: meat, morsel, piece. Root(s): H6626"
H6596,H,6596,פּוֹת פּוֹתָה,noun fem,n-f.,poth (pohth) (or pothah (Ezek. 13),"1. a hole, i.e. hinge or the female pudenda [from an unused root meaning to open] KJV: hinge, secret participle"
H6597,H,6597,פִּתאוֹם פִּתאוֹם,adverb,adv.,pith'owm (pith-ome') (or pith.om {pith-ome'}),"1. instantly [from H6621] KJV: straightway, sudden(-ly). Root(s): H6621"
H6598,H,6598,פַּתבַּג,noun masc,n-m.,pathbag (pathbag'),"1. a dainty [of Persian origin] KJV: portion (provision) of meat."""
H6599,H,6599,פִּתגָּם,noun masc,n-m.,pithgam (pith-gawm'),"1. a (judicial) sentence [of Persian origin] KJV: decree, sentence."
A6600,A,6600,פִּתגָּם,noun masc,n-m.,pithgam (pith-gawm'),"1. a word, answer, letter or decree [(Aramaic) corresponding to H6599] KJV: answer, letter, matter, word. Root(s): H6599"
H6601,H,6601,פָּתָה,verb,v.,pathah (paw-thaw'),"1. to open, i.e. be (causatively, make) roomy 2. usually figuratively (in a mental or moral sense) to be (causatively, make) simple or (in a sinister way) delude [a primitive root] KJV: allure, deceive, enlarge, entice, flatter, persuade, silly (one)."
H6602,H,6602,פְּתוּאֵל,name,n/p.,Pthuw'el (peth-oo-ale'),"1. enlarged of God 2. Pethuel, an Israelite [from H6601 and H410] KJV: Pethuel. Root(s): H6601, H410"
H6603,H,6603,פִּתּתּוַּח פִּתּתּוַּח,noun masc,n-m.,pittuwach (pit-too'-akh) (or pittuach {pit-too'-akh),"1. sculpture (in low or high relief or even intaglio) [passive participle of H6605] KJV: carved (work) (are, en-)grave(-ing, -n). Root(s): H6605"
H6604,H,6604,פְּתוֹר,name/l.,n/l.,Pthowr (peth-ore'),"1. Pethor, a place in Mesopotamia [of foreign origin] KJV: Pethor."
H6605,H,6605,פָּתַח,verb,v.,pathach (paw-thakh'),"1. to open wide (literally or figuratively) 2. specifically, to loosen, begin, plough, carve [a primitive root] KJV: appear, break forth, draw (out), let go free, (en-)grave(-n), loose (self), (be, be set) open(-ing), put off, ungird, unstop, have vent."
A6606,A,6606,פְּתַח,verb,v.,pthach (peth-akh'),"1. to open [(Aramaic) corresponding to H6605] KJV: open. Root(s): H6605"""
H6607,H,6607,פֶּתַח,noun masc,n-m.,pethach (peh'-thakh),"1. an opening (literally), i.e. door (gate) or entrance way [from H6605] KJV: door, entering (in), entrance (-ry), gate, opening, place. Root(s): H6605"
H6608,H,6608,פֵּתַח,noun masc,n-m.,pethach (pay'-thakh),"1. opening (figuratively) i.e. disclosure [from H6605] KJV: entrance. Root(s): H6605"""
H6609,H,6609,פְּתִחָה,noun fem,n-f.,pthikhah (peth-ee-khaw'),"1. something opened, i.e. a drawn sword [from H6605] KJV: drawn sword. Root(s): H6605"
H6610,H,6610,פִּתחוֹן,noun masc,n-m.,pithchown (pith-khone'),"1. opening (the act) [from H6605] KJV: open(-ing). Root(s): H6605"""
H6611,H,6611,פְּתַחיָה,name,n/p.,Pthachyah (peth-akh-yaw'),"1. Jah has opened 2. Pethachjah, the name of four Israelites [from H6605 and H3050] KJV: Pethakiah. Root(s): H6605, H3050"
H6612,H,6612,פְּתִי פֶּתִי פְּתָאִי,adjective,adj.,pthiy (peth-ee') (or pethiy {peh'-thee} or pthaeiy {peth-aw-ee'};),"1. silly (i.e. seducible) [from H6601] KJV: foolish, simple(-icity, one). Root(s): H6601"
A6613,A,6613,פְּתַי,noun masc,n-m.,pthay (peth-ah'-ee),"1. open, i.e. (as noun) width [(Aramaic) from a root corresponding to H6601] KJV: breadth. Root(s): H6601"
H6614,H,6614,פְּתִיגִּיל,noun masc,n-m.,pthiygiyl (peth-eeg-eel'),"1. probably a figured mantle for holidays [of uncertain derivation] KJV: stomacher."""
H6615,H,6615,פְּתַיוּת,noun fem,n-f.,pthayuwth (peth-ah-yooth'),"1. silliness (i.e. seducibility) [from H6612] KJV: simple. Root(s): H6612"""
H6616,H,6616,פָּתִיל,noun masc,n-m.,pathiyl (paw-theel'),"1. twine [from H6617] KJV: bound, bracelet, lace, line, ribband, thread, wire. Root(s): H6617"
H6617,H,6617,פָּתַל,verb-stem,v.,pathal (paw-thal'),"1. to twine, i.e. (literally) to struggle or (figuratively) be (morally) tortuous [a primitive root] KJV: (shew self) froward, shew self unsavoury, wrestle."
H6618,H,6618,פְּתַלתּוֹל,adjective,adj.,pthaltol (peth-al-tole'),"1. tortuous (i.e. crafty) [from H6617] KJV: crooked. Root(s): H6617"""
H6619,H,6619,פִּתוֹם,name/l.,n/l.,Pithom (pee-thome'),"1. Pithom, a place in Egypt [of Egyptian derivation] KJV: Pithom."
H6620,H,6620,פֶּתֶן,noun masc,n-m.,pethen (peh'-then),"1. an asp (from its contortions) [from an unused root meaning to twist] KJV: adder."""
H6621,H,6621,פֶּתַע,subv.,subv.,petha` (peh'-thah),"1. a wink, i.e. moment (used only (with or without preposition) adverbially, quickly or unexpectedly) [from an unused root meaning to open (the eyes)] KJV: at an instant, suddenly, X very. Compare: H6597"
H6622,H,6622,פָּתַר,verb-stem,v.,pathar (paw-thar'),"1. to open up, i.e. (figuratively) interpret (a dream) [a primitive root] KJV: interpret(-ation, -er)."
H6623,H,6623,פִּתרוֹן פִּתרוֹן,noun masc,n-m.,pithrown (pith-rone') (or pithron {pith-rone'}),"1. interpretation (of a dream) [from H6622] KJV: interpretation. Root(s): H6622"""
H6624,H,6624,פַּתרוֹס,name/l.,n/l.,Pathrowc (path-roce'),"1. Pathros, a part of Egypt [of Egyptian derivation] KJV: Pathros."
H6625,H,6625,פַּתרוּסִי,adjective,adj.,Pathruciy (path-roo-see'),"1. a Pathrusite, or inhabitant of Pathros [patrial from H6624] KJV: Pathrusim. Root(s): H6624"
H6626,H,6626,פָּתַת,verb-stem,v.,pathath (paw-thath'),"1. to open, i.e. break [a primitive root] KJV: participle"
H6627,H,6627,צָּאָה,noun fem,n-f.,tsa'ah (tsaw-aw'),"1. issue, i.e. (human) excrement [from H3318] KJV: that (which) cometh from (out). Root(s): H3318"
H6628,H,6628,צֶּאֶל,noun masc,n-m.,tse'el (tseh'-el),"1. the lotus tree [from an unused root meaning to be slender] KJV: shady tree."""
H6629,H,6629,צּוֹאן צְּאוֹן,noun fem,n-f.,tso'n (tsone) (or tsaown (Psalm 144),"1. a collective name for a flock (of sheep or goats) 2. also figuratively (of men) [from an unused root meaning to migrate] KJV: (small) cattle, flock (+ -s), lamb (+ -s), sheep((-cote, -fold, -shearer, -herds))."
H6630,H,6630,צַּאֲנָן,name/l.,n/l.,Tsa'anan (tsah-an-awn'),"1. sheep pasture 2. Zaanan, a place in Israel [from the same as H6629 used denominatively] KJV: Zaanan. Root(s): H6629"
H6631,H,6631,צֶּאֱצָא,noun masc,n-m.,tse'etsa' (tseh-ets-aw'),"1. issue, i.e. produce, children [from H3318] KJV: that which cometh forth (out), offspring. Root(s): H3318"
H6632,H,6632,צָּב,noun masc,n-m.,tsab (tsawb),"1. a palanquin or canopy (as a fixture) 2. also a species of lizard (probably as clinging fast) [from an unused root meaning to establish] KJV: covered, litter, tortoise."
H6633,H,6633,צָּבָא,verb,v.,tsaba' (tsaw-baw'),"1. to mass (an army or servants) [a primitive root] KJV: assemble, fight, perform, muster, wait upon, war."
A6634,A,6634,צְּבָא,verb,v.,tsba' (tseb-aw'),"1. to please [(Aramaic) corresponding to H6623 in the figurative sense of summoning one's wishes] KJV: will, would. Root(s): H6623"
H6635,H,6635,צָּבָא צֶּבָאָה,noun masc,n-m.,tsaba' (tsaw-baw') (or (feminine) tsbadah {tseb-aw-aw'}),"1. a mass of persons 2. (figuratively) a mass of things 3. (especially) regularly organized for war (an army) 4. (by implication, literally or figuratively) a campaign 5. (specifically) hardship, worship [from H6633] KJV: appointed time, (+) army, (+) battle, company, host, service, soldiers, waiting upon, war(-fare). Root(s): H6633"
H6636,H,6636,צְּבוֹאִים צֶּבִיִים צֶּבִיִם,name/l.,n/l.,Tsbo'iym (tseb-o-eem') (or (more correctly) Tsbiyiym {tseb-ee-yeem'} or Tsbiyim {tseb-ee-yeem'};),"1. gazelles 2. Tseboim or Tsebijim, a place in Israel [plural of H6643] KJV: Zeboiim, Zeboim. Root(s): H6643"
H6637,H,6637,צּוֹבֵבָה,name,n/p.,Tsobebah (tso-bay-baw'),"1. the canopier (with the article) 2. Tsobebah, an Israelitess [feminine active participle of the same as H6632] KJV: Zobebah. Root(s): H6632"
H6638,H,6638,צָּבָה,verb-stem,v.,tsabah (tsaw-baw'),"1. to amass, i.e. grow turgid 2. specifically, to array an army against [a primitive root] KJV: fight swell."
H6639,H,6639,צָּבֶה,adjective,adj.,tsabeh (tsaw-beh'),"1. turgid [from H6638] KJV: swell. Root(s): H6638"""
A6640,A,6640,צְּבוּ,noun masc,n-m.,tsbuw (tseb-oo'),"1. (properly) will 2. (concretely) an affair (as a matter of determination) [(Aramaic) from H6634] KJV: purpose. Root(s): H6634"""
H6641,H,6641,צָּבוַּע,adjective,adj.,tsabuwa` (tsaw-boo'-ah),"1. dyed (in stripes), i.e. the hyena [passive participle of the same as H6648] KJV: speckled. Root(s): H6648"
H6642,H,6642,צָּבַט,verb-stem,v.,tsabat (tsaw-bat'),"1. to grasp, i.e. hand out [a primitive root] KJV: reach."
H6643,H,6643,צְּבִי,noun masc,n-m.,tsbiy (tseb-ee'),"1. splendor (as conspicuous) 2. also a gazelle (as beautiful) [from H6638 in the sense of prominence] KJV: beautiful(-ty), glorious (-ry), goodly, pleasant, roe(-buck). Root(s): H6638"
H6644,H,6644,צִּביָא,name,n/p.,Tsibya' (tsib-yaw'),"1. Tsibja, an Israelite [for H6645] KJV: Zibia. Root(s): H6645"
H6645,H,6645,צִּביָה,name,n/p.,Tsibyah (tsib-yaw'),"1. Tsibjah, an Israelitess [for H6646] KJV: Zibiah. Root(s): H6646"
H6646,H,6646,צְּבִיָה,noun fem,n-f.,tsbiyah (tseb-ee-yaw'),"1. a female gazelle [feminine of H6643] KJV: roe. Root(s): H6643"""
A6647,A,6647,צְּבַע,verb,v.,tsba` (tseb-ah'),"1. to dip [(Aramaic) a root corresponding to that of H6648] KJV: wet. Root(s): H6648"""
H6648,H,6648,צֶּבַע,noun masc,n-m.,tseba` (tseh'-bah),"1. a dye [from an unused root meaning to dip (into coloring fluid)] KJV: divers, colours."
H6649,H,6649,צִּבעוֹן,name,n/p.,Tsib`own (tsib-one'),"1. variegated 2. Tsibon, an Idumaean [from the same as H6648] KJV: Zibeon. Root(s): H6648"
H6650,H,6650,צְּבוֹעִים,name/l.,n/l.,Tsbo`iym (tseb-o-eem'),"1. hyenas 2. Tseboim, a place in Israel [plural of H6641] KJV: Zeboim. Root(s): H6641"
H6651,H,6651,צָּבַר,verb-stem,v.,tsabar (tsaw-bar'),"1. to aggregate [a primitive root] KJV: gather (together), heap (up), lay up."
H6652,H,6652,צִּבּוּר,noun masc,n-m.,tsibbur (tsib-boor'),"1. a pile [from H6551] KJV: heap. Root(s): H6551"""
H6653,H,6653,צֶּבֶת,noun masc,n-m.,tsebeth (tseh'-beth),"1. a lock of stalks [from an unused root apparently meaning to grip] KJV: handful."""
H6654,H,6654,צַּד,noun masc,n-m.,tsad (tsad),"1. a side 2. (figuratively) an adversary [contr. from an unused root meaning to sidle off] KJV: (be-)side."""
A6655,A,6655,צַּד,noun masc,n-m.,tsad (tsad),"1. used adverbially (with preposition) at or upon the side of [(Aramaic) corresponding to H6654] KJV: against, concerning. Root(s): H6654"
A6656,A,6656,צְּדָא,adjective,adj.,tsda' (tsed-aw'),"1. a (sinister) design [(Aramaic) from an unused root corresponding to H6658 in the sense of intentness] KJV: true. Root(s): H6658"""
H6657,H,6657,צְּדָד,name/l.,n/l.,Tsdad (tsed-awd'),"1. a siding 2. Tsedad, a place near Israel [from the same as H6654] KJV: Zedad. Root(s): H6654"
H6658,H,6658,צָּדָה,verb-stem,v.,tsadah (tsaw-daw'),"1. to chase 2. (by implication) to desolate [a primitive root] KJV: destroy, hunt, lie in wait."
H6659,H,6659,צָּדוֹק,name,n/p.,Tsadowq (tsaw-doke'),"1. just 2. Tsadok, the name of eight or nine Israelites [from H6663] KJV: Zadok. Root(s): H6663"
H6660,H,6660,צְּדִיָה,noun fem,n-f.,tsdiyah (tsed-ee-yaw'),"1. design [from H6658] KJV: lying in wait. Root(s): H6658 Compare: H6656"""
H6661,H,6661,צִּדִּים,name/l.,n/l.,Tsiddiym (tsid-deem'),"1. sides 2. Tsiddim (with the article), a place in Israel [plural of H6654] KJV: Ziddim. Root(s): H6654"
H6662,H,6662,צַּדִּיק,adjective,adj.,tsaddiyq (tsad-deek'),"1. just [from H6663] KJV: just, lawful, righteous (man). Root(s): H6663"
H6663,H,6663,צָּדַק,verb,v.,tsadaq (tsaw-dak'),"1. to be (causatively, make) right (in a moral or forensic sense) [a primitive root] KJV: cleanse, clear self, (be, do) just(-ice, -ify, -ify self), (be turn to) righteous(-ness)."
H6664,H,6664,צֶּדֶק,noun masc,n-m.,tsedeq (tseh'-dek),"1. the right (natural, moral or legal) 2. (abstractly) equity 3. (figuratively) prosperity [from H6663] KJV: X even, (X that which is altogether) just(-ice), ((un-))right(-eous) (cause, -ly, - ness). Root(s): H6663"
A6665,A,6665,צִּדקָה,noun fem,n-f.,tsidqah (tsid-kaw'),"1. beneficence [(Aramaic) corresponding to H6666] KJV: righteousness. Root(s): H6666"""
H6666,H,6666,צְּדָקָה,noun fem,n-f.,tsdaqah (tsed-aw-kaw'),"1. rightness (abstractly), subjectively (rectitude), objectively (justice), morally (virtue) or figuratively (prosperity) [from H6663] KJV: justice, moderately, right(-eous) (act, -ly, -ness). Root(s): H6663"
H6667,H,6667,צִּדקִיָה צִּדקִיָהוּ,name,n/p.,Tsidqiyah (tsid-kee-yaw') (or Tsidqiyahuw {tsid-kee-yaw'-hoo}),"1. right of Jah 2. Tsidkijah, the name of six Israelites [from H6664 and H3050] KJV: Zedekiah, Zidkijah. Root(s): H6664, H3050"
H6668,H,6668,צָּהַב,verb-stem,v.,tsahab (tsaw-hab'),"1. to glitter, i.e. be golden in color [a primitive root] KJV: X fine."
H6669,H,6669,צָּהוֹב,adjective,adj.,tsahob (tsaw-obe'),"1. golden in color [from H6668] KJV: yellow. Root(s): H6668"""
H6670,H,6670,צָּהַל,verb-stem,v.,tsahal (tsaw-hal'),"1. to gleam, i.e. (figuratively) be cheerful 2. by transf. to sound clear (of various animal or human expressions) [a prim root] KJV: bellow, cry aloud (out), lift up, neigh, rejoice, make to shine, shout."
H6671,H,6671,צָּהַר,verb-stem,v.,tsahar (tsaw-har'),"1. to glisten 2. used only as denominative from H3323, to press out oil [a primitive root] KJV: make oil. See also: H3323"
H6672,H,6672,צּוֹהַר,noun fem,n-f.,tsohar (tso'-har),"1. a light (i.e. window) [from H6671] KJV: midday, noon(-day, -tide), window. Root(s): H6671"
H6673,H,6673,צַּו צָּו,noun masc,n-m.,tsav (tsav) (or tsav {tsawv}),"1. an injunction [from H6680] KJV: commandment, precept. Root(s): H6680"
H6674,H,6674,צּוֹא צּוֹא,adjective,adj.,tsow' (tso) (or tsov {tso}),"1. soiled (as if excrementitious) [from an unused root meaning to issue] KJV: filthy."""
